week_start_date,weekly_sales,store_area,num_employees,store_rating,day,temperature_z,fuel_price_z,cpi_z,unemployment_z,holiday_0,holiday_1,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,store_Store_1,store_Store_10,store_Store_11,store_Store_12,store_Store_13,store_Store_14,store_Store_15,store_Store_16,store_Store_17,store_Store_18,store_Store_19,store_Store_2,store_Store_20,store_Store_3,store_Store_4,store_Store_5,store_Store_6,store_Store_7,store_Store_8,store_Store_9,rating_cat_High,rating_cat_Low,rating_cat_Medium,dataset_split
2023-01-22,5943.238564,3593.27203,69,5.3,22,-1.4400959837820742,1.2095464870612227,-0.6990314413145712,0.9221031749093367,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,train
2023-01-22,10306.59436,4924.770117,81,4.2,22,1.4748778840524248,-0.07006432858416911,-0.19031583568145283,1.655534414678268,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,train
2023-01-22,5335.943232,4839.451211,31,8.6,22,0.7585275901642109,-1.2589329929595396,0.5192308436571688,-0.8476448477620836,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,train
2023-01-22,3249.629169,1000.538772,11,8.1,22,-0.29046965761625243,-0.6149850166819023,-1.7183698119571547,-1.2545081471606772,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
2023-01-22,2461.557185,3294.115806,49,5.9,22,-1.3600160711489604,0.19271163894094917,0.9009671706472072,0.0956376700268549,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-01-22,17155.97395,1144.075273,23,1.4,22,0.24522237421127846,1.0174297412639792,-1.1922958106466206,-0.2965960623026873,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
2023-01-22,2935.218396,3594.01928,37,4.1,22,0.46910152724910475,-0.4788712893266942,0.6677000472024495,-0.6642371660785528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-01-29,8398.874188,1726.455871,76,6.8,29,-1.1965523762797452,-0.5865871980871117,1.273204333568459,0.82904464283023,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,train
2023-01-29,14997.27689,3652.188767,56,8.7,29,-1.5360059883006094,1.4730011989258902,-0.7673732230603229,1.465675987717974,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
2023-01-29,17132.6545,2677.791976,67,9.8,29,0.17318587986422096,0.23378580537891766,-0.4855129118166107,0.874511296475959,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,train
2023-01-29,15846.01666,1048.412467,65,9.0,29,1.2145314121701474,1.6571731241786463,1.0399327215880112,0.030929586853878737,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
2023-01-29,7513.642978,4043.405324,75,2.0,29,1.5078472029387089,-0.3398615615565813,0.9235453887403458,0.25323813676840123,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,train
2023-01-29,11105.34847,4570.23291,76,2.9,29,0.14717715401455342,0.5188829081820303,0.2759723811366041,1.018907693844746,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
2023-01-29,15031.515,1751.681523,31,4.1,29,1.553235962427978,1.130796696668525,1.134865958297698,0.3924335677627492,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-01-29,13555.48701,3413.972384,46,2.9,29,0.32482144696044407,0.04450257562123304,1.3150844832929898,-0.5943610665415712,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
2023-01-29,6915.27458,4144.822609,63,9.7,29,-1.1296833068061567,0.9888898538203897,0.789573501633507,1.141948359784496,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
2023-02-05,5843.204594,4785.826053,14,4.7,5,-0.6086312536230873,0.29478638216597236,0.36197458046325703,1.0931126314744293,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,train
2023-02-05,4026.447027,3929.604196,24,1.4,5,-0.22236882026328914,-0.07546435450754384,-1.331609267281937,1.678503426260971,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,train
2023-02-05,3594.807734,4310.025279,86,2.5,5,-1.602887239896505,1.1737453025087272,-1.1516807211307913,-1.2430603601466648,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
2023-02-05,14640.65779,1033.454728,90,6.0,5,1.6407532793763775,1.0473186784506237,-0.1759849043130662,0.18870997072294873,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,train
2023-02-05,8256.287436,3815.428367,49,6.4,5,1.3186580795959346,-0.43773797932302705,0.3484408678148412,0.09510200929033316,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,train
2023-02-05,4983.941723,2074.135024,23,8.0,5,0.5555239924211347,-1.5780387426844273,1.6749630905252157,-1.0906814860790064,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
2023-02-05,4780.27545,4301.662656,27,6.2,5,0.32601864127330177,-1.1088513312865598,0.7317473517407318,1.0516138897031977,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-02-05,3421.444919,3465.201944,25,4.3,5,-1.6028331102637803,0.5448579681588447,-0.32124233084360315,-0.34216062963092536,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-02-05,11419.93336,4359.206427,32,2.1,5,0.7644064449146987,-0.4466292930004854,-1.692117400480452,1.6584398384137577,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
2023-02-05,7067.381571,1007.968541,38,6.4,5,-1.5147506555500692,-0.353868868390071,-0.9862355486832056,0.37886506522752855,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,train
2023-02-12,2539.524618,2557.92758,52,4.1,12,0.24521473582364656,0.9391389659631703,-0.20175818227621192,1.245665484768632,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,train
2023-02-12,6982.65754,1302.798909,94,9.8,12,0.3513275626606153,-1.3467158867710896,1.0715689195686426,0.08900525503797364,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,train
2023-02-12,6676.637757,1587.850838,39,8.5,12,0.9885367852922503,-0.15462252602257717,0.3389499916328219,-1.6719581485862356,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,train
2023-02-12,11635.58237,2552.662825,22,1.5,12,0.41547667800579074,-0.46180763487418564,0.08022370820195295,-0.5452881967318712,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,train
2023-02-12,17340.74974,1230.928637,79,7.9,12,-1.2824983517014141,-0.745237558487735,0.4721794943749969,-1.6876439179798315,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,train
2023-02-12,3084.813025,3770.129726,49,7.6,12,0.4869037097439358,-1.4163290605810703,-1.2984582680270715,0.8809392288643574,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,train
2023-02-12,11783.68791,2590.449514,45,5.6,12,-1.6521073388386445,1.4605999587725094,0.40867220132449944,-0.6110667528950045,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,train
2023-02-12,6105.435895,1289.265901,29,4.6,12,-0.6523260209259368,-0.7196401838248258,-1.0979912605117066,0.05536757999325264,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-02-12,12997.6578,3090.306397,21,8.9,12,1.4882509996606283,-1.1686751912545603,-1.4822511695010159,0.6925890541953174,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
2023-02-12,16970.54679,1652.141348,72,1.4,12,0.20698786281439413,1.770561362406066,-0.9581517616305849,-0.8677262247571145,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,train
2023-02-19,16464.86364,2083.225312,74,2.4,19,-1.0526344271676036,-1.0484128633875525,1.1246011543013785,1.6544382298165519,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,train
2023-02-19,10035.5513,1353.539788,60,3.2,19,-1.4176698689389888,-1.3085475760658232,-1.009330884964968,-1.2153499986828338,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,train
2023-02-19,8843.521138,1801.898062,47,1.5,19,1.3884026213478122,1.4581994831711587,1.1793000406516139,0.8779512940141763,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,train
2023-02-19,5147.865869,1637.96905,25,7.3,19,1.1168984497932353,-0.3100274968857395,-0.9905640345006604,-0.23726323950956252,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
2023-02-19,6305.241876,1094.379859,29,3.8,19,-0.8743735614285284,0.44167971904697423,1.5313566145729596,-1.1317111401815023,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-02-19,5260.688292,3961.904528,89,4.6,19,0.23401933144639148,-1.3329811579957271,-1.2128892742444493,-0.20420772076180446,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-02-19,7422.774694,1966.147367,73,4.1,19,1.5057037090087506,-0.10752591496249629,0.2848379194742164,-1.0203446064911155,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-02-19,8329.20837,2197.582353,31,6.8,19,-1.3800774726048959,-1.4161570463341306,-0.2917113798016105,-0.9284872256004184,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-02-19,16781.56909,4212.008288,59,5.8,19,1.3700882016917382,-1.3116834244260733,-1.7285397116978627,1.6228859677247565,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-02-19,7705.03858,2567.437493,88,7.7,19,-0.7970948316920707,-0.43188107789566643,1.0476718053456169,0.038114198824372274,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
2023-02-26,3429.548642,2986.781691,13,7.8,26,-0.7845401380399464,-0.9579670164248774,1.6937669890803682,0.015997294818263605,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
2023-02-26,10481.02218,2075.414058,83,2.0,26,0.7137116094122741,1.5902150846261474,0.49307029695521976,1.3490702716052763,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
2023-02-26,5873.633696,3696.521182,52,7.2,26,-0.657296596363697,0.17745689300501,0.5733946488403171,0.5986464313499883,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
2023-02-26,17779.71371,1005.895288,30,8.3,26,0.5398288328166586,1.1087880744187908,0.7916528157921207,0.4491899281913373,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
2023-02-26,17709.56911,3874.958471,76,8.9,26,-0.8168409986614961,-0.26413635000081576,-1.7515337201699812,-0.26493589437026727,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
2023-02-26,7355.872124,3364.521213,85,7.9,26,-0.8306855580019199,-0.022444538819516503,-1.41935510368174,0.9892818310843803,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,train
2023-02-26,5644.650083,1218.53768,47,4.1,26,1.6261425085762578,0.811870631698004,-0.026478486759578583,1.6579793500658215,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-02-26,9036.307926,4554.636321,65,8.8,26,-0.7916807690664304,1.5834292522809943,-0.5837776227713574,0.06936759435748359,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,train
2023-03-05,19864.70304,4803.090831,22,8.4,5,-1.6569286954969797,-1.431322245428765,-0.14992716098268863,1.4200986555741548,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
2023-03-05,17709.14451,3814.799119,47,3.7,5,1.6043443441437915,0.9916703712500649,1.7271745770684073,0.709536627103129,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,train
2023-03-05,6770.83571,3666.401916,92,9.1,5,0.1567781595608257,-1.4556019045710746,0.3909500752135538,1.1951479379401073,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,train
2023-03-05,17220.87853,3381.213064,19,6.5,5,1.433049377114485,0.31888732424401833,0.6025978130771025,0.8579154623260895,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,train
2023-03-05,19496.09593,1405.49159,90,4.4,5,1.2510209886787087,0.6054308075483839,0.43120783134277896,0.07078767365626525,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-03-05,9454.335546,1302.420162,48,4.7,5,1.5889278994149245,0.2677507847106448,-0.4442643291051121,-0.6135590846904152,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-03-05,2787.303302,3545.497126,21,6.0,5,0.2087541303078414,-0.4358586834519469,-0.4026954522621569,-0.26314926602701544,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
2023-03-05,16633.7433,1249.830374,86,8.4,5,-0.6823718809921778,-0.26649506936789114,1.5798985641465793,1.309807276322039,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
2023-03-12,5024.255739,4624.444009,19,4.6,12,0.4298645840815256,0.8700281356666355,-0.5869111861681245,1.7658813003317406,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
2023-03-12,12389.59796,4756.273918,75,1.1,12,-0.27648435514983083,-1.599885779411751,-0.8224187869427446,1.2370209559261374,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
2023-03-12,10249.41155,1821.331755,79,8.8,12,0.16690769455618074,0.21834217792296934,1.2466967028921119,-0.5291795322849066,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,train
2023-03-12,13414.55849,4708.442515,63,2.2,12,-0.5565619718645277,0.5042714765503422,-0.24767030055591976,-1.0100375928836811,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,train
2023-03-12,11968.44033,4288.719547,80,6.4,12,0.05792474337642525,1.4784505519602233,-1.0920203505666426,1.2099652478233291,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,train
